"","telomere","dnamage_horvath","dnamage_hannum","dnamage_pheno","dnamage_grim","physio_age","cognition","fai"
"telomere",0.0475608165353526,-0.00206793103300198,0.00610097371669004,0.000133289179047546,0.00803028610793127,-0.00235236599027181,0.00371407789607073,0.000619695505841263
"dnamage_horvath",-0.00206793103300198,0.0712040580201708,-0.0274162316074521,-0.00391602696842062,-0.0126645609472621,-0.00783175595227317,-0.00474573671065759,-0.00241089291165334
"dnamage_hannum",0.00610097371669004,-0.0274162316074521,0.125718610920863,-0.0102288570701584,-0.0410696369142225,-0.00425285324124549,0.0115954930530071,0.000338476206494736
"dnamage_pheno",0.000133289179047545,-0.00391602696842062,-0.0102288570701584,0.0486206202710185,-0.0190586592877439,0.00151808603504833,0.00665790688497122,0.000327345224341053
"dnamage_grim",0.00803028610793127,-0.0126645609472621,-0.0410696369142225,-0.0190586592877439,0.296866742200716,-0.0363800897644127,0.0142646340420254,-0.0138687205580139
"physio_age",-0.00235236599027181,-0.00783175595227317,-0.00425285324124549,0.00151808603504833,-0.0363800897644127,0.0865942365130828,0.0071043108547443,-0.00173624634412516
"cognition",0.00371407789607073,-0.00474573671065759,0.0115954930530071,0.00665790688497122,0.0142646340420254,0.0071043108547443,0.112354973362917,0.0122979797359391
"fai",0.000619695505841263,-0.00241089291165334,0.000338476206494736,0.000327345224341053,-0.0138687205580139,-0.00173624634412516,0.0122979797359391,0.0272725192006634
