"","telomere","dnamage_horvath","dnamage_hannum","dnamage_pheno","dnamage_grim","physio_age","cognition","fai","fi"
"telomere",96.0858173498307,-5.26765757218879,-17.8245377579779,-30.9594639363836,-12.7220474306528,-0.975380956624659,-4.56180041296408,4.3404115800782,0.0360947503716689
"dnamage_horvath",-5.26765757218879,65.9851886446886,21.6519880952381,7.7485,9.67330860805861,5.22363486842105,-6.86092211937097,7.32802914476827,0.0169972929292929
"dnamage_hannum",-17.8245377579779,21.6519880952381,38.8981007326007,32.3886923076923,8.02874816849817,4.50025328947368,-2.48565102302512,1.5075298614429,0.013319898989899
"dnamage_pheno",-30.9594639363836,7.7485,32.3886923076923,136.547,22.3055,-1.72069078947368,-11.0630318241446,-2.84405160057334,-0.0274997373737374
"dnamage_grim",-12.7220474306528,9.67330860805861,8.02874816849817,22.3055,32.2826776556777,2.20088377192983,-4.64440493357164,2.31569756330626,-0.00437222222222223
"physio_age",-0.975380956624659,5.22363486842105,4.50025328947368,-1.72069078947368,2.20088377192983,33.3181859102244,-10.6974938037231,8.02855678542603,0.00498817355389494
"cognition",-4.56180041296408,-6.86092211937097,-2.48565102302512,-11.0630318241446,-4.64440493357164,-10.6974938037231,77.5087041891789,-26.570629725741,-0.154220364327367
"fai",4.3404115800782,7.32802914476827,1.5075298614429,-2.84405160057334,2.31569756330626,8.02855678542603,-26.570629725741,74.4359458880875,0.285211510949895
"fi",0.0360947503716689,0.0169972929292929,0.013319898989899,-0.0274997373737374,-0.00437222222222223,0.00498817355389494,-0.154220364327367,0.285211510949895,0.00493223907872949
