"","telomere","dnamage_horvath","dnamage_hannum","dnamage_pheno","dnamage_grim","physio_age","cognition","fai","fi"
"telomere",94.4694164961174,-0.0936658826782386,11.1096307406251,-24.5099584322616,-9.21489473249084,0.173515064920331,5.90209590434995,-1.42170122419398,-0.0474742608664329
"dnamage_horvath",-0.0936658826782386,53.8401550387597,21.1228294573643,18.1981007751938,16.5549612403101,7.74665334665334,3.87844472369823,1.39734779299848,0.0563119620253164
"dnamage_hannum",11.1096307406251,21.1228294573643,40.6826410050788,18.0168618016573,15.5314127238706,10.3237462537463,3.47015766817662,4.96136415525114,0.0633956012658228
"dnamage_pheno",-24.5099584322616,18.1981007751938,18.0168618016573,97.7040604116546,32.0429016305801,9.5022977022977,-18.3460343277323,29.0882971841705,0.0735720253164557
"dnamage_grim",-9.21489473249084,16.5549612403101,15.5314127238706,32.0429016305801,43.071093290564,10.5938361638362,-10.2350371286266,20.0830251141553,0.0927042721518987
"physio_age",0.173515064920331,7.74665334665334,10.3237462537463,9.5022977022977,10.5938361638362,9.87331756141947,-4.29867022662048,3.25500057964294,0.00425860796517363
"cognition",5.90209590434995,3.87844472369823,3.47015766817662,-18.3460343277323,-10.2350371286266,-4.29867022662048,70.1491813725172,-23.0454008125313,-0.0609284753149367
"fai",-1.42170122419398,1.39734779299848,4.96136415525114,29.0882971841705,20.0830251141553,3.25500057964294,-23.0454008125313,84.1994897534898,0.172173676863677
"fi",-0.0474742608664329,0.0563119620253164,0.0633956012658228,0.0735720253164557,0.0927042721518987,0.00425860796517363,-0.0609284753149367,0.172173676863677,0.0033767126984127
