"","(Intercept)","phosphate","total_co2","albumin","pre_urea","pre_creatinine","calcium"
"r2_042",1.38408392796916,-1.65952483154924,0,0,0,0,0
"r2_049",5.04544081435674,-1.87450499521057,-0.138643143887897,0,0,0,0
"r2_052",6.89169112834397,-1.86618247972327,-0.138716009897213,-0.0543926110978946,0,0,0
"r2_054",6.19766765920633,-1.99983787673828,-0.120854737559784,-0.0622986487961478,0.0356345585838383,0,0
"r2_054",6.05706419467817,-2.01965160884373,-0.122206924981144,-0.0613166093826125,0.0295136421771083,0.00044066271221005,0
"r2_054",5.50297500649224,-2.00218131668702,-0.124644257900033,-0.0649021036102555,0.0295270003405734,0.000422772767610321,0.313661785025325
