"","(Intercept)","pre_urea","phosphate","calcium","pre_creatinine","total_co2","albumin"
"r2_009",-1.11150223198903,0.0379965187351636,0,0,0,0,0
"r2_012",-1.45193709797267,0.0294803606191849,0.311081196746529,0,0,0,0
"r2_016",0.866007099342685,0.0310916206024486,0.291167402212816,-1.02905236732484,0,0,0
"r2_018",0.824018955713652,0.0407680570869209,0.338752018763795,-0.923188737209511,-0.000631697928650017,0,0
"r2_020",-0.324541170268842,0.0464903434176136,0.37941671622712,-1.01928614645565,-0.000652585380333329,0.0499057499135424,0
"r2_022",-0.920366554765976,0.0463816287600682,0.392958962634347,-1.12402494403277,-0.000764015791259388,0.0507982693932283,0.0253414041749932
