"","(Intercept)","total_co2","pre_urea","phosphate","albumin","calcium","pre_creatinine"
"r2_056",6.95422988899728,-0.30862755150968,0,0,0,0,0
"r2_068",4.50037053700385,-0.263830411959255,0.0599746654534364,0,0,0,0
"r2_069",4.04192823701767,-0.25714508673759,0.0540792888166906,0.251577692013007,0,0,0
"r2_069",3.71596794216691,-0.257314286509445,0.0533226211010285,0.251497068367421,0.00997452281477114,0,0
"r2_069",3.52916950966809,-0.257994296601284,0.0530810681267589,0.253553744194965,0.00902686301737377,0.105659589801676,0
"r2_069",3.62658553961445,-0.260302607012171,0.0532580315027047,0.25163643125523,0.00778684198412481,0.131359776357996,-8.24958592156074e-05
