"","(Intercept)","albumin","pre_creatinine","pre_urea","calcium","phosphate","total_co2"
"r2_064",0.0959995101181944,0.00275169765926725,0,0,0,0,0
"r2_082",0.0716612898739435,0.00208527330183851,3.57942710849591e-05,0,0,0,0
"r2_083",0.0712131976998156,0.00202970594206386,3.87319012526938e-05,0.00138605400913163,0,0,0
"r2_084",0.111808371552848,0.00202593756396896,3.78608645261847e-05,0.0013540591958315,0.045173261360449,0,0
"r2_085",0.111985871471321,0.0019693709030059,3.71804896918287e-05,0.0013592115065483,0.0439946877002249,0.016088548892636,0
"r2_085",0.133792809487162,0.00198773193796714,3.74575363383976e-05,0.00141178593574064,0.0446001633825023,0.0164080968024777,0.00304052037472495
