"","(Intercept)","pre_creatinine","albumin","pre_urea","phosphate","total_co2","calcium"
"r2_076",2.12867167200667,-0.00448300558091608,0,0,0,0,0
"r2_083",4.55928597363378,-0.00429461097531319,-0.0753039952723667,0,0,0,0
"r2_087",4.26852408433167,-0.00474930700792573,-0.0830744398431805,0.0397904172596529,0,0,0
"r2_088",4.06451925974768,-0.00482848181377712,-0.0818521648696877,0.0344999471899114,0.185565374500841,0,0
"r2_088",4.86110378962466,-0.00482387039371517,-0.0811368085714222,0.0310323697570869,0.154720895209545,-0.0293524732406583,0
"r2_089",4.1889293785877,-0.00484219250160175,-0.0857565586013383,0.0308079433550193,0.176248003734869,-0.0326468107095069,0.389036109742972
