"","(Intercept)","albumin","pre_creatinine","pre_urea","calcium","phosphate","total_co2"
"r2_064",0.119551718318158,0.00340620660071784,0,0,0,0,0
"r2_081",0.0903597417072859,0.00263597764452148,4.4400764075936e-05,0,0,0,0
"r2_082",0.0902672686072738,0.0025584447880602,4.8512547954124e-05,0.0017174457980197,0,0,0
"r2_084",0.140745800942252,0.002523461728494,4.71963630763318e-05,0.00166623576419586,0.0566695848979732,0,0
"r2_085",0.139925924137338,0.00245595705988863,4.66486537764298e-05,0.00166175716764289,0.0550066924630047,0.0204291192807682,0
"r2_085",0.167476313304958,0.00247867949148242,4.69069507562398e-05,0.0017252642908048,0.055650035099568,0.0207613349671318,0.00381919174981829
