"","(Intercept)","pre_urea","total_co2","phosphate","pre_creatinine","albumin","calcium"
"r2_015",-1.60457412287211,0.0669280175044594,0,0,0,0,0
"r2_021",-4.68338708610814,0.0826732078442652,0.114857965913025,0,0,0,0
"r2_026",-5.73297802110943,0.0701966697496528,0.131977817640099,0.525885642383443,0,0,0
"r2_027",-5.57980317142696,0.0807183634773237,0.135100653486531,0.567905407073423,-0.000708371646705018,0,0
"r2_028",-4.47669905844925,0.0824976003384962,0.135921408180313,0.549827954314899,-0.000585034537107569,-0.0355586962403319,0
"r2_029",-3.87141101333883,0.0826528125109582,0.138558293635954,0.541597705965913,-0.000570594172513351,-0.0323054790917383,-0.344402417970838
