"","(Intercept)","total_co2","phosphate","pre_urea","calcium","albumin","pre_creatinine"
"r2_007",-2.38966985290055,0.0791342772801319,0,0,0,0,0
"r2_009",-1.72223346461096,0.0676939956906273,-0.227331983939455,0,0,0,0
"r2_013",-2.5123803397254,0.0824234701407873,-0.330567507282219,0.0274063403435891,0,0,0
"r2_013",-2.91671703293186,0.0811810896795097,-0.325290151884032,0.0270286869782286,0.19142151051132,0,0
"r2_013",-2.77851763827601,0.0816932943108227,-0.327433590421251,0.0277022534867932,0.229945849845652,-0.00723154016257935,0
"r2_012",-2.70126287956044,0.077571098630342,-0.333193997866394,0.0248032452572155,0.233679690721046,-0.00763286176461154,0.000124073353641625
