"","(Intercept)","pre_urea","total_co2","phosphate","pre_creatinine","albumin","calcium"
"r2_016",-1.74469332307652,0.0691284147350933,0,0,0,0,0
"r2_024",-5.05846424600509,0.08529542913964,0.123894936452786,0,0,0,0
"r2_028",-5.95709994350972,0.0737440938762276,0.137575908179797,0.485844325666596,0,0,0
"r2_028",-5.7992061467837,0.0820268925066525,0.139108558316382,0.533302327547477,-0.000582453655511968,0,0
"r2_028",-5.08385837313986,0.0820591725880579,0.139565947249794,0.522813831695206,-0.000484532686180459,-0.0226877504218285,0
"r2_028",-4.45616257783148,0.0820870233475118,0.142061602885354,0.517281248231516,-0.000458200840183409,-0.0199769666802017,-0.351467344422799
