"","(Intercept)","phosphate","albumin","total_co2","pre_creatinine","calcium","pre_urea"
"r2_015",1.4864712516022,-0.944903689948272,0,0,0,0,0
"r2_018",2.93732413901335,-0.946855883609934,-0.042471648440334,0,0,0,0
"r2_019",4.69092522191488,-1.05070621014049,-0.0425630629665953,-0.0660651017888208,0,0,0
"r2_020",4.56401531918905,-1.09565635646265,-0.0467290790725786,-0.0627484097030306,0.000366976686048863,0,0
"r2_020",3.926237482439,-1.07880880586523,-0.0507960317770163,-0.0655168680188253,0.00034824441210948,0.362030910844094,0
"r2_020",3.87557817101014,-1.08892142094395,-0.0512849381168885,-0.064211585169265,0.000319036745399651,0.362711973790513,0.0033398333631685
