"","(Intercept)","pre_urea","phosphate","calcium","pre_creatinine","total_co2","albumin"
"r2_008",-0.83814796306487,0.041303573685082,0,0,0,0,0
"r2_012",-1.26097706374623,0.0293677535293007,0.376407238305678,0,0,0,0
"r2_014",0.452762914799812,0.0302711640682528,0.326737651512989,-0.722672224864689,0,0,0
"r2_015",0.516339339714261,0.0360412499282584,0.358366664069488,-0.683536492028901,-0.000487302387410667,0,0
"r2_016",-0.316253446278081,0.0397313264363198,0.395716109554367,-0.722505404241852,-0.000493710267809477,0.0328587905269154,0
"r2_016",-0.657302360260299,0.0385311176876513,0.395491452361548,-0.835280639517635,-0.000508228449416549,0.0339093993159782,0.0179068645323169
