"","(Intercept)","total_co2","pre_urea","calcium","phosphate","albumin","pre_creatinine"
"r2_004",0.124531954634183,0.00523929351307841,0,0,0,0,0
"r2_007",0.157002895757744,0.00551229064966721,0.00245942375592426,0,0,0,0
"r2_009",0.224333872231366,0.00553402554814395,0.00244529499809284,0.0801057720306557,0,0,0
"r2_009",0.24277089552434,0.00563764799914365,0.00258779316263428,0.0813953912651903,0.0308656981929661,0,0
"r2_010",0.252805606666965,0.00568778796114149,0.00263943782525184,0.0846069436866435,0.0309740991831326,0.00366534572839898,0
"r2_010",0.258785310670708,0.00580465528885262,0.00285511203767224,0.0880633063495523,0.0322154771479854,0.00390143849161691,7.76053559692144e-05
