"","(Intercept)","phosphate","total_co2","albumin","pre_urea","pre_creatinine","calcium"
"r2_039",1.30835897418611,-1.59921736431159,0,0,0,0,0
"r2_046",4.80973940863272,-1.78336527009965,-0.134287026582516,0,0,0,0
"r2_049",6.44057531875146,-1.77839753698413,-0.134398092662243,-0.0473187235500916,0,0,0
"r2_052",5.53642089671143,-1.92860079993365,-0.112374297462109,-0.0554860887554432,0.0408335701586355,0,0
"r2_052",5.59878470884994,-1.95928401870343,-0.115003759749905,-0.0605049033962051,0.0321716083817836,0.000544613143575044,0
"r2_052",5.07124342292074,-1.95218009410445,-0.117011463123291,-0.063315153255175,0.0320909644398652,0.000531400745626547,0.296776593612176
