"","(Intercept)","pre_urea","total_co2","phosphate","pre_creatinine","albumin","calcium"
"r2_016",0.0379585460449785,0.00157669299069168,0,0,0,0,0
"r2_024",0.112593059261765,0.00162409912370491,0.00399985149425621,0,0,0,0
"r2_028",0.117009455202107,0.00167262659868628,0.00396178752426755,0.0213505395870861,0,0,0
"r2_028",0.122535925986529,0.00187319345178306,0.00412271248888256,0.0225671118677254,4.97592602998114e-05,0,0
"r2_028",0.148464926035396,0.0018833310916173,0.00413863826400062,0.0226547816356582,5.10796958369088e-05,0.00266861376164909,0
"r2_028",0.182929079810262,0.00188445161538605,0.00417158234872921,0.0226769495113887,5.12349786618464e-05,0.00270738320884703,0.0607847731495975
