"","(Intercept)","phosphate","total_co2","albumin","pre_urea","pre_creatinine","calcium"
"r2_037",0.0364038557644387,0.0202311965789573,0,0,0,0,0
"r2_045",0.103252494943793,0.0198406718048059,0.00375035853087791,0,0,0,0
"r2_047",0.131359510956984,0.0197074223864638,0.00372242702434331,0.00235266384204454,0,0,0
"r2_051",0.132308644038919,0.0199458367347,0.00370412057954729,0.00228630852843684,0.0015779914453452,0,0
"r2_050",0.139091404629198,0.0212244432635907,0.00387734008808751,0.00250012744715263,0.00176442459448258,4.78547144548736e-05,0
"r2_050",0.171271752509845,0.0212318396201485,0.00390574434828545,0.00253485267282773,0.00176436316752888,4.79699815596333e-05,0.0569112064306187
