"","(Intercept)","calcium","phosphate","pre_urea","pre_creatinine","total_co2","albumin"
"r2_050",-8.9686238800083,3.87415972125856,0,0,0,0,0
"r2_062",-10.5001338124684,4.02623861792109,0.675043455127563,0,0,0,0
"r2_064",-10.787160627256,3.99218543747032,0.569663471736853,0.0240502890484793,0,0,0
"r2_065",-10.7275336571723,4.06138263178903,0.613725295595627,0.0333868029684291,-0.0006580230788601,0,0
"r2_067",-11.8560633795421,3.98437399982933,0.65618609440492,0.0389679547252179,-0.000676019476023515,0.0471989547395549,0
"r2_067",-11.4729428191508,4.0543584877192,0.651219268474627,0.0396559065835025,-0.000622219449320771,0.0469123427837883,-0.0169326348320693
