"","(Intercept)","pre_urea","total_co2","pre_creatinine","calcium","phosphate","albumin"
"r2_062",-1.15114739838034,0.0565290889836703,0,0,0,0,0
"r2_082",-3.19606007894122,0.0675541600306434,0.0763715163019322,0,0,0,0
"r2_084",-3.04453917304915,0.0730578071373664,0.0767121383915441,-0.000392053489651502,0,0,0
"r2_085",-3.42583711324967,0.0729347741808013,0.0746254662936858,-0.000399219611133975,0.192672685989184,0,0
"r2_085",-3.25387595148932,0.07416340567962,0.0726473909467218,-0.000372653386155553,0.166368502513395,-0.0611377149720035,0
"r2_086",-3.13761745714443,0.0749017597411329,0.0725601443795868,-0.000365684331961925,0.20726070068717,-0.061776185210679,-0.00666300089978582
