"","(Intercept)","albumin","pre_creatinine","pre_urea","phosphate","calcium","total_co2"
"r2_067",-15.5333163772916,0.468620739191962,0,0,0,0,0
"r2_083",-13.304495963257,0.502508649386194,-0.00478665720581746,0,0,0,0
"r2_084",-13.5795497837335,0.494809008389203,-0.00522530899864821,0.0384685287072418,0,0,0
"r2_085",-13.0191019732273,0.491257903135198,-0.00502421635643743,0.0527979736967833,-0.497016402772544,0,0
"r2_086",-10.3973178566851,0.507038798418722,-0.00494882005461438,0.0522026218051131,-0.582768810820171,-1.33756594074668,0
"r2_086",-10.6774408902307,0.506330176620785,-0.00494671084000504,0.0540160395110468,-0.572462307312442,-1.36134935651363,0.0126822581804616
