"","mu0","age","sex"
"bw",4.49563209880438,-0.0458619998245405,0.7710758320631
"fat",5.07663955818784,-0.0597662389529089,0.678954001535049
"lean",3.98786908428916,-0.0403604559249282,0.740421953446806
"fluid",2.44932988386686,-0.0133621467938009,1.62173824249011
"glucose",0.896947439746734,-0.0224094535600403,0.158887056042583
"lactate",-0.462066104019197,0.00267167435044632,-0.207519947794661
