"","bw","fat","lean","fluid","glucose","lactate"
"bw",0.479966693249646,0.44244693326889,0.444023717537374,0.445961952991232,0.179036146759631,-0.118402128981441
"fat",0.44244693326889,0.60218063239865,0.471267471428193,0.484539266331528,0.196099714716597,-0.123690288980227
"lean",0.444023717537374,0.471267471428193,0.535685948138939,0.504945086512717,0.191438848167896,-0.124179751082505
"fluid",0.445961952991232,0.484539266331528,0.504945086512717,0.860201845758533,0.214090401030497,-0.13813945621363
"glucose",0.179036146759631,0.196099714716597,0.191438848167896,0.214090401030497,0.278033778394581,-0.0154231651149226
"lactate",-0.118402128981441,-0.123690288980227,-0.124179751082505,-0.13813945621363,-0.0154231651149226,0.162392172242609
