"","MMSE","BVRT","IST","CESD"
"MMSE",0.12816143850511,0.0363423865220578,0.031125432839169,-0.00981203634509323
"BVRT",0.0363423865220578,0.100102587194245,0.0228419083845583,-0.00902094628505275
"IST",0.031125432839169,0.0228419083845583,0.0932730972761064,-0.0130630047395319
"CESD",-0.00981203634509323,-0.00902094628505275,-0.0130630047395319,0.104914091515612
