"","bw","fat","lean","fluid","glucose","lactate"
"bw",0.404124101979443,0.389334506426317,0.435491163391333,0.435934124852972,0.174680862395834,0.150364800341412
"fat",0.389334506426317,0.385528116305449,0.425156134105347,0.426305332094266,0.176997881107077,0.152144447015855
"lean",0.435491163391333,0.425156134105347,0.487883608447548,0.485028722314157,0.184419287140059,0.161420380604544
"fluid",0.435934124852972,0.426305332094266,0.485028722314157,0.490374322855117,0.191735184115834,0.16676059027711
"glucose",0.174680862395834,0.176997881107077,0.184419287140059,0.191735184115834,0.060298987551105,0.0294834455999273
"lactate",0.150364800341412,0.152144447015855,0.161420380604544,0.16676059027711,0.0294834455999273,0.019751032334242
