"","vitd","srh","eye","hear","FI.ADL","FI.IADL","gait.speed","grip.ndom","grip.dom","crp","hba1c","glucose","hgb","mch","fer","chol","ldl","hdl","trig","sys","dias","pulse","fib","igf1","wbc"
"hba1c",0.00076421052749019,0.00139542664940321,0.00177147460162674,0.00133382065396094,0.00105446313225324,0.00175986704827721,0.00102398976082875,0.000713082329122515,0.000675218339308421,0.00115514073752963,0.00680799144548164,0.00582088508273707,0.00149091003523999,0.000964919877387239,0.00134652467854152,0.00152520129528543,0.00160804048624188,0.000988703253599528,0.00125538305682111,0.00110404369122404,0.0012061391493331,0.00158912618478398,0.00110560195058618,0.000810622432502862,0.000871245723507923
"glucose",0.000723569041285751,0.00169929264687995,0.00217226193295196,0.00181922606936751,0.00193667907678693,0.00216504085590418,0.00114924770037176,0.000877117858477705,0.000894893751775454,0.00147083735052975,0.00582088508273707,0.00954427954385058,0.00156997244362718,0.00113053800875201,0.00113173789200955,0.00126720400367332,0.00155858980786255,0.0012000504219087,0.00109883916180446,0.00185604592710647,0.00159049573936754,0.00162149379297497,0.00117211271188306,0.00102423093685873,0.000976563710013488
"hgb",0.000804765618277569,0.00143528369094894,0.00183776960558633,0.00147310510470305,0.0012848109323501,0.00159164051668924,0.00113296335561032,0.000753096910231154,0.000855898044966305,0.00151350127241638,0.00149091003523999,0.00156997244362718,0.00292252859720499,0.00217975388189227,0.00179925602915021,0.00133467898268485,0.0013648293838267,0.00109012511212952,0.00120230960908001,0.00156072052144127,0.00151685674757117,0.00141166931795409,0.00152001800641003,0.000926931124898589,0.00115368484761713
"mch",0.000706973215908388,0.00135482921691822,0.00177397124071309,0.00152222960436823,0.00120386765233894,0.00203856554614977,0.00112747697912699,0.000621817143514487,0.000567355787727686,0.00113561980562983,0.000964919877387239,0.00113053800875201,0.00217975388189227,0.0180467490714167,0.00147619214019555,0.000988192748877901,0.00101354922715117,0.000940084748941913,0.00099003997289433,0.000901465362943579,0.00123908091472082,0.00173556244593986,0.00125332806051417,0.000861741806451465,0.00121315081280277
"fer",0.000731228962276046,0.00133252784127283,0.00167822122472925,0.00124971681392058,0.00111720882792476,0.00150360484374572,0.00110683277851965,0.000662461783422193,0.000659119902814088,0.00145001664597285,0.00134652467854152,0.00113173789200955,0.00179925602915021,0.00147619214019555,0.00236404439406715,0.00109839909277282,0.00120763020446528,0.00109939731239876,0.00114033965734722,0.0012714771626195,0.00134164737458497,0.00119440873728271,0.00129543594854116,0.000938130345949006,0.00100068343695839
"chol",0.000880794398800602,0.00137138001768162,0.00180625676945734,0.00153214886530172,0.00114128812605095,0.00132523764237359,0.00100697872649775,0.000838040236769147,0.000881310280751613,0.00156887925921771,0.00152520129528543,0.00126720400367332,0.00133467898268485,0.000988192748877901,0.00109839909277282,0.00303962721889279,0.00298337866822038,0.00115201957824857,0.00163614489733686,0.0015715407204608,0.00159780525810683,0.00161190633007086,0.00133652032904872,0.000867699081611398,0.00102267222105057
"ldl",0.000959643050096495,0.00145260203024434,0.00185510355367107,0.00149276466184745,0.00124954031666798,0.00144931897239109,0.00105922636570312,0.000900012472586442,0.000960301728662647,0.0015685139944361,0.00160804048624188,0.00155858980786255,0.0013648293838267,0.00101354922715117,0.00120763020446528,0.00298337866822038,0.00323773225664844,0.00127752843157049,0.00140469711183817,0.00164243671321812,0.00166933430521768,0.00166793964129397,0.00134237286347949,0.000917823898956565,0.00111190676677223
"hdl",0.00086869341760129,0.00123108164518643,0.00127592786157773,0.00129206477985258,0.000949061960279157,0.00134716845373123,0.00108215108164879,0.000716402199923439,0.000778318981460284,0.00156317294024224,0.000988703253599528,0.0012000504219087,0.00109012511212952,0.000940084748941913,0.00109939731239876,0.00115201957824857,0.00127752843157049,0.00246094600433988,0.00142939088673396,0.00116889591996131,0.00113656994188085,0.00138258485104207,0.00133074477788593,0.000899818540811672,0.0010818506964357
"trig",0.00102346224917836,0.00117687378800414,0.00183495916978972,0.00132750144842862,0.00109802194477811,0.00127323806552517,0.00109993771384673,0.000753700143888601,0.000803720211326219,0.0013637939335343,0.00125538305682111,0.00109883916180446,0.00120230960908001,0.00099003997289433,0.00114033965734722,0.00163614489733686,0.00140469711183817,0.00142939088673396,0.00245011999660172,0.0014454576121283,0.00149509031810084,0.00158135122620534,0.00151424133741724,0.000981602274446239,0.00119450884460693
"sys",0.0012490953619616,0.00165307903530331,0.00209436843176781,0.00199670748886608,0.00162444594772143,0.00170556115371804,0.00138129021565523,0.00100000523576651,0.00108602015508386,0.00154862641018889,0.00110404369122404,0.00185604592710647,0.00156072052144127,0.000901465362943579,0.0012714771626195,0.0015715407204608,0.00164243671321812,0.00116889591996131,0.0014454576121283,0.00322373545855067,0.00269323639295149,0.00206152115946165,0.00155567986021224,0.00122083283249435,0.00134843460822392
"dias",0.00120910181252402,0.0018097080388555,0.00198278932348066,0.00194955402320439,0.00164247501242914,0.0020521669466553,0.00136438705879203,0.000995181335291226,0.00105666952149193,0.00139960216459795,0.0012061391493331,0.00159049573936754,0.00151685674757117,0.00123908091472082,0.00134164737458497,0.00159780525810683,0.00166933430521768,0.00113656994188085,0.00149509031810084,0.00269323639295149,0.00317153282784614,0.00214756530869895,0.00141736365442014,0.00114741033612985,0.00128523054328181
"pulse",0.00132708498097316,0.00199284048412385,0.00232275492718558,0.00197378209063863,0.00160195121622735,0.00180207480300645,0.00120606166421438,0.000970714414201583,0.00109274599098658,0.00173909660733046,0.00158912618478398,0.00162149379297497,0.00141166931795409,0.00173556244593986,0.00119440873728271,0.00161190633007086,0.00166793964129397,0.00138258485104207,0.00158135122620534,0.00206152115946165,0.00214756530869895,0.0034726884532543,0.00159011716084722,0.00113389560079422,0.00154411044317147
"fib",0.000931270647196571,0.00138255176225409,0.00168849337212604,0.00146965121844073,0.00138028617639029,0.00163459138741299,0.00120227371218119,0.000826803509848162,0.0008069552050197,0.00284829836313952,0.00110560195058618,0.00117211271188306,0.00152001800641003,0.00125332806051417,0.00129543594854116,0.00133652032904872,0.00134237286347949,0.00133074477788593,0.00151424133741724,0.00155567986021224,0.00141736365442014,0.00159011716084722,0.00321250294093489,0.00104008582647944,0.00145981884685694
"igf1",0.000723875075433787,0.00113008981140319,0.00167208432684637,0.00132523394024399,0.00118881705687037,0.00152745392188134,0.000851673957158851,0.000544648033243104,0.000584896556123885,0.000928972227492848,0.000810622432502862,0.00102423093685873,0.000926931124898589,0.000861741806451465,0.000938130345949006,0.000867699081611398,0.000917823898956565,0.000899818540811672,0.000981602274446239,0.00122083283249435,0.00114741033612985,0.00113389560079422,0.00104008582647944,0.00162773292443,0.00112193727589862
"wbc",0.000807508963462831,0.00131221228966699,0.00190434258144098,0.00151190920901647,0.00138785307730639,0.00146962736289676,0.00101406975370798,0.000629431105424117,0.000806809888978042,0.00173511853915494,0.000871245723507923,0.000976563710013488,0.00115368484761713,0.00121315081280277,0.00100068343695839,0.00102267222105057,0.00111190676677223,0.0010818506964357,0.00119450884460693,0.00134843460822392,0.00128523054328181,0.00154411044317147,0.00145981884685694,0.00112193727589862,0.00261549669918579
