"","bw","fat","lean","fluid","glucose","lactate"
"bw",0.401975262280089,0.365581158172826,0.340643257367634,0.331042488008197,0.157597808172943,0.0393884645934521
"fat",0.365581158172826,0.45365668233419,0.344840309651422,0.343712582069331,0.162992095602085,0.0402904500507234
"lean",0.340643257367634,0.344840309651422,0.39663563264376,0.366539950606214,0.160576477012034,0.0364125457978235
"fluid",0.331042488008197,0.343712582069331,0.366539950606214,0.546621801718912,0.168158999866376,0.0351806096139769
"glucose",0.157597808172943,0.162992095602085,0.160576477012034,0.168158999866376,0.0931823353082912,0.0104288998220362
"lactate",0.0393884645934521,0.0402904500507234,0.0364125457978235,0.0351806096139769,0.0104288998220362,0.0537959747623491
