"","mu0","age","sex"
"bw",2.74449105456115,-0.026038587126567,0.828975043901805
"fat",3.07416949570502,-0.0356426621476354,0.879367410077898
"lean",2.29641357325703,-0.0226505215660898,0.689376033459626
"fluid",1.41372201061895,-0.0120327602223776,1.24821780670167
"glucose",0.177744832153914,-0.0131467973473766,0.378574464934455
"lactate",-0.0138861470192648,-0.00318152869420571,-0.111486170189356
