"","MMSE","BVRT","IST","CESD"
"MMSE",0.0102340804094054,0.00958961504597653,0.00841904293873725,0.00543302506921051
"BVRT",0.00958961504597653,0.0139379997942909,0.00850010498952286,0.00519081295322602
"IST",0.00841904293873728,0.00850010498952286,0.0101887529770028,0.00469785574639496
"CESD",0.00543302506921051,0.00519081295322602,0.00469785574639496,0.0124739636524369
