"","bw","fat","lean","fluid","glucose","lactate"
"bw",0.00816241500522085,0.00622421593159413,0.00533545556860183,0.00499137065424996,0.00111916528999305,0.000872116341221363
"fat",0.00622421593159413,0.00594270200222629,0.00471081171289875,0.00524431948946363,0.00109742534121508,0.000781226333350793
"lean",0.00533545556860183,0.00471081171289875,0.009964484555301,0.00980454445336102,0.00125317736459311,0.0007746279368873
"fluid",0.00499137065424996,0.00524431948946363,0.00980454445336102,0.0116317954810635,0.00122756981590659,0.000700431859484211
"glucose",0.00111916528999305,0.00109742534121508,0.00125317736459311,0.00122756981590659,0.00337867649369136,0.003429086996685
"lactate",0.000872116341221363,0.000781226333350793,0.0007746279368873,0.000700431859484211,0.003429086996685,0.00354250026845521
