"","bw","fat","lean","fluid","glucose","lactate"
"bw",0.126105072327366,0.116245623591026,0.116671467350742,0.117178385857892,0.0470442092630351,-0.0310849180246686
"fat",0.116245623591026,0.158194303930628,0.123819063684864,0.127298451505656,0.0515235101293723,-0.0324718744495531
"lean",0.116671467350742,0.123819063684864,0.140748183423155,0.132669803687282,0.0503022860943627,-0.0326016254009696
"fluid",0.117178385857892,0.127298451505656,0.132669803687282,0.225914457229485,0.0562466281029632,-0.0362625308360758
"glucose",0.0470442092630351,0.0515235101293723,0.0503022860943627,0.0562466281029632,0.0729908611944044,-0.00405190778192128
"lactate",-0.0310849180246686,-0.0324718744495531,-0.0326016254009696,-0.0362625308360758,-0.00405190778192128,0.0426307888929768
