"","bw","fat","lean","fluid","glucose","lactate"
"bw",0.139735981558966,0.134545395188728,0.150185438818772,0.150320475674057,0.0602243418793883,0.051686321574863
"fat",0.134545395188728,0.133338512085485,0.146527685978375,0.146904676269231,0.0609842997758328,0.0522843846309015
"lean",0.150185438818772,0.146527685978375,0.168107070113404,0.167021027898812,0.0635125857949796,0.0554266386941693
"fluid",0.150320475674057,0.146904676269231,0.167021027898812,0.169391329469952,0.0660204383626904,0.0572479695783046
"glucose",0.0602243418793883,0.0609842997758328,0.0635125857949796,0.0660204383626904,0.0208711977914676,0.0101461451561311
"lactate",0.051686321574863,0.0522843846309015,0.0554266386941693,0.0572479695783046,0.0101461451561311,0.00692187269539753
