"","mu0","age","male","CEP"
"MMSE",2.92729515523079,-0.0643060760879288,0.571957843190146,0.800635522915263
"BVRT",1.67155744295458,-0.0463861001592135,0.578748228293884,0.803225353549577
"IST",1.84854157347101,-0.0503805343925726,0.322255507227337,0.573074269315871
"CESD",-0.849391062215144,0.0224389224149706,-0.454185170068251,-0.0274949449441114
