"","MMSE","BVRT","IST","CESD"
"MMSE",0.00757156284244017,0.00391628492418951,0.0042201715747671,0.00342820041493678
"BVRT",0.00391628492418951,0.00535851932930415,0.00339957282339304,0.0033519599178105
"IST",0.0042201715747671,0.00339957282339304,0.00469422084633971,0.00267907646426111
"CESD",0.00342820041493678,0.0033519599178105,0.00267907646426111,0.00580521995852166
